CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"19430,""Dayton-Kettering, OH (Metropolitan Statistical Area)"",35306055,36172040,36771685,37761693,38163574,38020717,37172888,36197118,34207854,35095174,36090990,35901811,35993744,36359630,36693213,37232925,38383981,39177370,40258026,39372946,41276786"
"19460,""Decatur, AL (Metropolitan Statistical Area)"",4866179,4807082,5193484,5878504,5551604,5634553,5815820,5618039,5503370,5566129,5363741,5371275,5388952,5443952,5334927,5428838,5494008,5582778,5628198,5688873,5854989"
"19500,""Decatur, IL (Metropolitan Statistical Area)"",5571513,5573614,5656991,5837223,5922448,5973383,6131875,6464974,6428163,6493232,6613363,6476234,6954656,7176098,7356235,6873997,6130893,6032020,5954333,5914362,6365709"
"19660,""Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)"",13431011,14518030,15702570,17111921,17705385,18270697,18610999,17494319,16290252,16179129,16015300,16342754,16367045,16837611,17245094,17956487,18552145,19063703,19358796,19297316,20632727"
"19740,""Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *"",134531914,134766071,135055202,135615352,141128010,143493648,149694436,149718206,145069957,147943711,150562510,154899048,161006895,167765135,176211434,180035909,185671339,193775633,202972799,200471232,214520784"
"19780,""Des Moines-West Des Moines, IA (Metropolitan Statistical Area)"",28301518,28636667,31027401,34069625,36676585,36291377,40100184,36020816,35560977,36151551,36229656,38521007,37500081,41897403,45259208,46488366,45836346,46362016,47444348,47819326,50799551"
"19820,""Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)"",220103043,225105490,229156545,230222174,234960445,228600425,226462359,210963434,187251972,199338084,207487664,214466104,218446099,221199625,224592455,228598751,230336858,234506268,233889316,222348141,241602714"
"20020,""Dothan, AL (Metropolitan Statistical Area)"",4593071,4808773,4870437,5049534,5177562,5280845,5276747,5101115,4946852,4928718,4942643,5017405,5226111,5286578,5378030,5624726,5744983,5763744,5875975,5820264,6056414"
"20100,""Dover, DE (Metropolitan Statistical Area)"",5751642,5892618,6083096,6714274,6699298,6833742,6856934,6867954,7169830,6973931,6893268,6537121,6501021,6661547,6773193,6834253,6803502,7120989,7671807,7667664,8129576"
"20220,""Dubuque, IA (Metropolitan Statistical Area)"",3606536,3771663,3942692,4386502,4688072,4807606,5027902,4791400,4493060,4839884,4815161,5480207,5161275,5607736,5705727,5511481,5825429,5839277,6074858,6103861,6428433"
