CAGDP1 County and MSA gross domestic product (GDP) summary
CAGDP1 County and MSA gross domestic product (GDP) summary
Metropolitan Statistical Area
GeoFips,GeoName,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
"16740,""Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"",2.6,4.0,6.1,7.5,7.0,1.5,7.0,-6.7,-3.5,5.7,5.5,-0.6,2.9,4.0,2.8,4.9,1.2,2.6,1.3,6.6"
"16820,""Charlottesville, VA (Metropolitan Statistical Area) *"",1.1,3.7,4.3,5.1,4.1,3.0,3.9,-1.0,5.5,0.0,1.0,0.5,0.5,3.0,1.7,5.1,2.5,0.8,-3.9,6.5"
"16860,""Chattanooga, TN-GA (Metropolitan Statistical Area)"",1.8,3.0,4.2,2.6,1.1,0.9,-0.4,-3.8,2.0,3.4,3.8,1.3,-0.5,2.7,1.7,2.8,0.8,2.1,-2.7,7.0"
"16940,""Cheyenne, WY (Metropolitan Statistical Area)"",4.1,5.2,5.1,2.0,5.3,11.1,9.8,-14.1,1.3,3.6,2.6,-1.9,1.0,3.9,-3.2,0.1,5.5,3.9,-4.6,4.7"
"16980,""Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)"",0.6,1.6,2.7,2.1,2.4,1.5,-2.0,-3.6,1.3,1.6,2.6,0.2,2.4,2.2,0.4,0.9,2.7,0.7,-5.4,6.4"
"17020,""Chico, CA (Metropolitan Statistical Area)"",6.7,4.0,1.3,2.2,3.5,-1.7,-2.3,2.7,0.4,-0.9,-1.9,0.7,-1.4,4.0,6.4,4.1,1.2,1.7,-6.6,0.1"
"17140,""Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"",2.3,1.8,1.9,2.7,0.5,0.5,-0.6,-3.8,3.3,3.4,0.9,0.8,2.8,2.4,3.9,2.2,0.6,4.9,-2.3,6.0"
"17300,""Clarksville, TN-KY (Metropolitan Statistical Area)"",8.2,3.1,7.9,9.9,4.9,-1.9,1.9,-0.3,3.9,5.4,0.5,-2.3,-1.4,0.4,-1.7,-0.6,0.8,1.7,0.2,5.2"
"17420,""Cleveland, TN (Metropolitan Statistical Area)"",4.7,0.8,6.3,0.8,-1.5,0.5,1.0,-2.0,4.2,1.2,11.9,1.6,-1.7,1.5,-3.6,0.4,-0.3,0.6,-0.5,4.2"
"17460,""Cleveland-Elyria, OH (Metropolitan Statistical Area)"",1.3,1.7,2.4,2.7,0.0,0.0,-1.0,-6.6,1.0,1.8,0.7,0.3,2.0,0.3,0.3,1.4,1.6,2.4,-4.3,6.5"
"17660,""Coeur d'Alene, ID (Metropolitan Statistical Area)"",2.1,4.4,8.0,9.7,4.6,4.6,0.2,-7.7,4.5,-3.0,1.7,8.5,2.0,0.7,4.5,3.0,5.5,2.1,2.9,8.5"
"17780,""College Station-Bryan, TX (Metropolitan Statistical Area)"",4.8,3.8,1.9,8.3,8.6,8.6,4.4,8.1,-5.1,-1.9,1.1,7.2,6.4,6.3,0.5,2.4,4.0,4.1,0.1,2.6"
"17820,""Colorado Springs, CO (Metropolitan Statistical Area)"",0.2,1.2,1.7,5.1,1.5,2.6,0.1,0.3,2.4,2.6,0.8,1.4,0.7,0.8,1.4,3.4,3.4,3.5,1.5,5.1"
"17860,""Columbia, MO (Metropolitan Statistical Area)"",1.8,2.6,3.7,2.5,1.4,-0.5,1.7,-0.4,1.6,2.1,2.9,3.0,0.2,2.0,0.7,2.0,0.7,4.2,-0.2,5.3"
"17900,""Columbia, SC (Metropolitan Statistical Area)"",1.8,3.4,4.6,2.8,3.9,2.9,-0.2,-2.6,0.4,0.1,-0.4,2.5,3.5,2.7,2.6,1.0,1.1,1.9,-1.5,4.4"
"17980,""Columbus, GA-AL (Metropolitan Statistical Area)"",2.8,0.0,1.5,2.4,2.2,3.2,0.0,0.9,1.7,1.6,1.2,-1.8,-0.3,0.5,-1.5,0.7,-0.1,1.9,-0.5,2.4"
"18020,""Columbus, IN (Metropolitan Statistical Area)"",-2.9,4.9,7.5,6.2,8.9,12.0,4.7,-17.8,20.6,2.9,9.3,4.9,-4.6,-3.2,-1.8,-0.4,7.8,-0.4,-7.5,8.5"
"18140,""Columbus, OH (Metropolitan Statistical Area)"",1.5,2.0,3.8,3.6,0.4,1.4,-1.3,-3.1,3.0,3.9,3.7,2.7,3.0,1.5,2.2,3.2,1.2,3.1,-1.4,7.7"
"18580,""Corpus Christi, TX (Metropolitan Statistical Area)"",-0.6,3.5,7.1,-5.2,3.1,6.7,-4.6,-1.7,6.3,3.1,-0.3,1.7,-6.4,-0.1,-2.0,3.9,4.7,0.8,-4.6,1.9"
"18700,""Corvallis, OR (Metropolitan Statistical Area)"",1.1,1.7,4.6,6.5,8.7,7.8,5.5,-2.5,3.9,3.4,-1.2,-4.0,-0.6,0.9,3.2,3.4,5.4,1.2,-0.9,4.8"
"18880,""Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)"",8.0,8.6,10.7,7.1,0.0,-0.8,-5.3,-4.1,-1.7,0.7,5.3,2.5,1.5,2.3,3.9,3.2,2.9,5.6,1.6,8.7"
